2023PassengerRank;AirportCode;AirportName;CityName;StateName;AverageFareDolar;InflationAdjustedAverageFareDolarBaseQuarterQ22024;2023Passengers10Sample;Quarter;Year
1159;ABY;Southwest Georgia Regional;Albany;GA;666,65;682,07;1.792; QUARTER 03 ;2023
1160;COD;Yellowstone Regional;Cody;WY;640,25;655,06;1.708; QUARTER 03 ;2023
1161;DHN;Dothan Regional;Dothan;AL;790,42;808,7;1.695; QUARTER 03 ;2023
1162;STC;St. Cloud Regional;St. Cloud;MN;124,78;127,66;1.609; QUARTER 03 ;2023
1163;SPS;Sheppard AFB/Wichita Falls Municipal;Wichita Falls;TX;601,95;615,87;1.570; QUARTER 03 ;2023
1164;GUC;Gunnison-Crested Butte Regional;Gunnison;CO;650,56;665,6;1.543; QUARTER 03 ;2023
1165;GCC;Northeast Wyoming Regional;Gillette;WY;687,14;703,03;1.516; QUARTER 03 ;2023
1166;BJI;Bemidji Regional;Bemidji;MN;605,89;619,9;1.501; QUARTER 03 ;2023
1167;EAT;Pangborn Memorial;Wenatchee;WA;493,8;505,22;1.473; QUARTER 03 ;2023
1168;SCC;Deadhorse Airport;Deadhorse;AK;540,35;552,84;1.463; QUARTER 03 ;2023
1169;DIK;Dickinson - Theodore Roosevelt Regional;Dickinson;ND;599,98;613,85;1.460; QUARTER 03 ;2023
1170;SBD;San Bernardino International;San Bernardino;CA;118,62;121,37;1.434; QUARTER 03 ;2023
1171;CIU;Chippewa County International;Sault Ste. Marie;MI;682,1;697,88;1.409; QUARTER 03 ;2023
1172;SHR;Sheridan County;Sheridan;WY;690,88;706,86;1.408; QUARTER 03 ;2023
1173;GCK;Garden City Regional;Garden City;KS;640,45;655,26;1.388; QUARTER 03 ;2023
1174;BQK;Brunswick Golden Isles;Brunswick;GA;557,93;570,83;1.362; QUARTER 03 ;2023
1175;ART;Watertown International;Watertown;NY;369,77;378,32;1.358; QUARTER 03 ;2023
1176;ABR;Aberdeen Regional;Aberdeen;SD;732,76;749,7;1.351; QUARTER 03 ;2023
1177;ALW;Walla Walla Regional;Walla Walla;WA;393,61;402,71;1.346; QUARTER 03 ;2023
1178;DLG;Dillingham Airport;Dillingham;AK;520,37;532,4;1.344; QUARTER 03 ;2023
1179;FLO;Florence Regional;Florence;SC;473,47;484,42;1.341; QUARTER 03 ;2023
1180;HOB;Lea County Regional;Hobbs;NM;488,12;499,41;1.296; QUARTER 03 ;2023
1181;DBQ;Dubuque Regional;Dubuque;IA;138,24;141,43;1.288; QUARTER 03 ;2023
1182;YKM;Yakima Air Terminal/McAllister Field;Yakima;WA;517,11;529,07;1.263; QUARTER 03 ;2023
1183;RHI;Rhinelander/Oneida County;Rhinelander;WI;609,27;623,36;1.234; QUARTER 03 ;2023
1184;TWF;Joslin Field - Magic Valley Regional;Twin Falls;ID;695,98;712,07;1.214; QUARTER 03 ;2023
1185;PLN;Pellston Regional Airport of Emmet County;Pellston;MI;762,59;780,23;1.212; QUARTER 03 ;2023
1186;IMT;Ford;Iron Mountain/Kingsfd;MI;567,36;580,48;1.207; QUARTER 03 ;2023
1187;EAU;Chippewa Valley Regional;Eau Claire;WI;154,55;158,12;1.201; QUARTER 03 ;2023
1188;SPN;Francisco C. Ada Saipan International;Saipan;TT;675,37;690,98;1.197; QUARTER 03 ;2023
1189;PQI;Presque Isle International;Presque Isle/Houlton;ME;497,2;508,7;1.142; QUARTER 03 ;2023
1190;PIH;Pocatello Regional;Pocatello;ID;726,31;743,11;1.017; QUARTER 03 ;2023
1191;SUX;Sioux Gateway Brig Gen Bud Day Field;Sioux City;IA;515,5;527,42;995; QUARTER 03 ;2023
1192;PSG;Petersburg James A Johnson;Petersburg;AK;487,45;498,72;981; QUARTER 03 ;2023
1193;CMX;Houghton County Memorial;Hancock/Houghton;MI;679,48;695,19;979; QUARTER 03 ;2023
1194;RKS;Southwest Wyoming Regional;Rock Springs;WY;603,67;617,63;945; QUARTER 03 ;2023
1195;AKN;King Salmon Airport;King Salmon;AK;560,6;573,56;935; QUARTER 03 ;2023
1196;LAR;Laramie Regional;Laramie;WY;563,43;576,46;910; QUARTER 03 ;2023
1197;BRD;Brainerd Lakes Regional;Brainerd;MN;599,29;613,15;901; QUARTER 03 ;2023
1198;RIW;Central Wyoming Regional;Riverton/Lander;WY;695,85;711,94;890; QUARTER 03 ;2023
1199;BTM;Bert Mooney;Butte;MT;637,08;651,81;889; QUARTER 03 ;2023
1200;HYA;Cape Cod Gateway;Hyannis;MA;232,63;238,01;884; QUARTER 03 ;2023
1201;CYS;Cheyenne Regional/Jerry Olson Field;Cheyenne;WY;481,33;492,46;880; QUARTER 03 ;2023
1202;ESC;Delta County;Escanaba;MI;567,28;580,4;862; QUARTER 03 ;2023
1203;SMX;Santa Maria Public/Capt. G. Allan Hancock Field;Santa Maria;CA;122,75;125,59;828; QUARTER 03 ;2023
1204;LBF;North Platte Regional Airport Lee Bird Field;North Platte;NE;526,93;539,11;800; QUARTER 03 ;2023
1205;HIB;Range Regional;Hibbing;MN;598,95;612,8;774; QUARTER 03 ;2023
1206;VEL;Vernal Regional;Vernal;UT;535,03;547,4;759; QUARTER 03 ;2023
1207;CDV;Merle K Mudhole Smith;Cordova;AK;516,15;528,08;758; QUARTER 03 ;2023
1208;EAR;Kearney Regional;Kearney;NE;516,72;528,67;737; QUARTER 03 ;2023
1209;EKO;Elko Regional;Elko;NV;701,46;717,68;722; QUARTER 03 ;2023
1210;ALO;Waterloo Regional;Waterloo;IA;523,48;535,59;702; QUARTER 03 ;2023
1211;MEI;Key Field;Meridian;MS;534,71;547,08;701; QUARTER 03 ;2023
1212;OTH;Southwest Oregon Regional;North Bend/Coos Bay;OR;516,79;528,74;690; QUARTER 03 ;2023
1213;WRG;Wrangell Airport;Wrangell;AK;484,38;495,58;648; QUARTER 03 ;2023
1214;CDC;Cedar City Regional;Cedar City;UT;513,53;525,4;641; QUARTER 03 ;2023
1215;JST;John Murtha Johnstown-Cambria County;Johnstown;PA;478,27;489,33;640; QUARTER 03 ;2023
1216;PIR;Pierre Regional;Pierre;SD;610,22;624,34;619; QUARTER 03 ;2023
1217;VCT;Victoria Regional;Victoria;TX;463,49;474,21;616; QUARTER 03 ;2023
1218;PRC;Prescott Regional Ernest A Love Field;Prescott;AZ;716,65;733,23;568; QUARTER 03 ;2023
1219;BFF;Western Neb. Regional/William B. Heilig Field;Scottsbluff;NE;522,1;534,17;557; QUARTER 03 ;2023
1220;CNY;Canyonlands Regional;Moab;UT;438,35;448,48;555; QUARTER 03 ;2023
1221;BFM;Mobile International;Mobile;AL;78,65;80,47;551; QUARTER 03 ;2023
1222;DEC;Decatur Airport;Decatur;IL;491,79;503,16;536; QUARTER 03 ;2023
1223;INL;Falls International Einarson Field;International Falls;MN;624,69;639,14;511; QUARTER 03 ;2023
1224;APN;Alpena County Regional;Alpena;MI;563,83;576,86;506; QUARTER 03 ;2023
1225;SLN;Salina Regional;Salina;KS;387,65;396,62;489; QUARTER 03 ;2023
1226;OWB;Owensboro Daviess County Regional;Owensboro;KY;403,97;413,32;478; QUARTER 03 ;2023
1227;ATY;Watertown Regional;Watertown;SD;492,65;504,04;469; QUARTER 03 ;2023
1228;PAH;Barkley Regional;Paducah;KY;635,9;650,61;446; QUARTER 03 ;2023
1229;JLN;Joplin Regional;Joplin;MO;495,05;506,5;430; QUARTER 03 ;2023
1230;PIB;Hattiesburg-Laurel Regional;Hattiesburg/Laurel;MS;534,67;547,04;393; QUARTER 03 ;2023
1231;JMS;Jamestown Regional;Jamestown;ND;499,86;511,42;388; QUARTER 03 ;2023
1232;LBL;Liberal Mid-America Regional;Liberal;KS;532,15;544,46;383; QUARTER 03 ;2023
1233;SHD;Shenandoah Valley Regional;Staunton;VA;613,24;627,42;373; QUARTER 03 ;2023
1234;ALS;San Luis Valley Regional/Bergman Field;Alamosa;CO;501,09;512,68;372; QUARTER 03 ;2023
1235;BIH;Bishop Airport;Bishop;CA;422,44;432,21;338; QUARTER 03 ;2023
1236;YAK;Yakutat Airport;Yakutat;AK;432,38;442,38;330; QUARTER 03 ;2023
1237;HYS;Hays Regional;Hays;KS;489,67;500,99;327; QUARTER 03 ;2023
1238;CVN;Clovis Regional;Clovis;NM;514,17;526,06;326; QUARTER 03 ;2023
1239;DVL;Devils Lake Regional;Devils Lake;ND;518,54;530,53;315; QUARTER 03 ;2023
1240;DDC;Dodge City Regional;Dodge City;KS;485,07;496,28;297; QUARTER 03 ;2023
1241;WYS;Yellowstone;West Yellowstone;MT;395,58;404,73;287; QUARTER 03 ;2023
1242;BKW;Raleigh County Memorial;Beckley;WV;514,04;525,93;265; QUARTER 03 ;2023
1243;OGS;Ogdensburg International;Ogdensburg;NY;533,97;546,31;246; QUARTER 03 ;2023
1244;MWA;Veterans Airport of Southern Illinois;Marion/Herrin;IL;506,98;518,71;239; QUARTER 03 ;2023
1245;IPL;Imperial County;El Centro;CA;450,34;460,76;234; QUARTER 03 ;2023
1246;LWB;Greenbrier Valley;Lewisburg;WV;520,9;532,94;234; QUARTER 03 ;2023
1247;LEB;Lebanon Municipal;Lebanon-Hanover;NH;501,65;513,25;216; QUARTER 03 ;2023
1248;FOD;Fort Dodge Regional;Fort Dodge;IA;526,35;538,52;214; QUARTER 03 ;2023
1249;DUT;Unalaska Airport;Unalaska;AK;1484,76;1519,09;202; QUARTER 03 ;2023
1250;PUB;Pueblo Memorial;Pueblo;CO;436,67;446,77;193; QUARTER 03 ;2023
1251;CGI;Cape Girardeau Regional;Cape Girardeau;MO;361,16;369,51;191; QUARTER 03 ;2023
1252;MKG;Muskegon County;Muskegon;MI;430,23;440,18;188; QUARTER 03 ;2023
1253;TBN;Waynesville-St. Robert Regional Forney Field;Fort Leonard Wood;MO;391,73;400,79;188; QUARTER 03 ;2023
1254;MBL;Manistee County-Blacker;Manistee/Ludington;MI;365,96;374,43;178; QUARTER 03 ;2023
1255;GST;Gustavus Airport;Gustavus;AK;267,47;273,66;175; QUARTER 03 ;2023
1256;MCW;Mason City Municipal;Mason City;IA;504,29;515,95;173; QUARTER 03 ;2023
1257;AUG;Augusta State;Augusta/Waterville;ME;503,73;515,38;168; QUARTER 03 ;2023
1258;TEX;Telluride Regional;Telluride;CO;712,98;729,47;168; QUARTER 03 ;2023
1259;BHB;Hancock County-Bar Harbor;Bar Harbor;ME;627,85;642,37;161; QUARTER 03 ;2023
1260;PKB;Mid-Ohio Valley Regional;Parkersburg;WV;618,24;632,53;161; QUARTER 03 ;2023
1261;IWD;Gogebic-Iron County;Ironwood;MI;459,36;469,98;155; QUARTER 03 ;2023
1262;CEZ;Cortez Municipal;Cortez;CO;503,41;515,06;143; QUARTER 03 ;2023
1263;UIN;Quincy Regional-Baldwin Field;Quincy;IL;430,32;440,27;140; QUARTER 03 ;2023
1264;RKD;Knox County Regional;Rockland;ME;556,26;569,12;137; QUARTER 03 ;2023
1265;DUJ;DuBois Regional;DuBois;PA;579,03;592,42;134; QUARTER 03 ;2023
1266;MGW;Morgantown Municipal Walter L Bill Hart Field;Morgantown;WV;534,12;546,47;123; QUARTER 03 ;2023
1267;RUT;Rutland - Southern Vermont Regional;Rutland;VT;418;427,67;120; QUARTER 03 ;2023
1268;ENA;Kenai Municipal;Kenai;AK;707,57;723,93;120; QUARTER 03 ;2023
1269;TUP;Tupelo Regional;Tupelo;MS;440,96;451,16;120; QUARTER 03 ;2023
1270;LNS;Lancaster Airport;Lancaster;PA;372,37;380,98;118; QUARTER 03 ;2023
1271;PVC;Provincetown Municipal;Provincetown;MA;751,14;768,51;116; QUARTER 03 ;2023
1272;BRL;Southeast Iowa Regional;Burlington;IA;489,68;501;110; QUARTER 03 ;2023
1273;PGA;Page Municipal;Page;AZ;485,59;496,81;109; QUARTER 03 ;2023
1274;AIA;Alliance Municipal;Alliance;NE;587,79;601,38;99; QUARTER 03 ;2023
1275;AOO;Altoona-Blair County;Altoona;PA;488,72;500,02;94; QUARTER 03 ;2023
1276;IRK;Kirksville Regional;Kirksville;MO;604,5;618,48;92; QUARTER 03 ;2023
1277;TVF;Thief River Falls Regional;Thief River Falls;MN;576,43;589,76;90; QUARTER 03 ;2023
1278;SDY;Sidney Richland Regional;Sidney;MT;589,68;603,32;90; QUARTER 03 ;2023
1279;HOM;Homer Airport;Homer;AK;655,4;670,56;89; QUARTER 03 ;2023
1280;MSL;Northwest Alabama Regional;Muscle Shoals;AL;487,04;498,31;87; QUARTER 03 ;2023
1281;GLH;Greenville Mid Delta;Greenville;MS;494,79;506,23;84; QUARTER 03 ;2023
1282;BFD;Bradford Regional;Bradford;PA;445,47;455,77;76; QUARTER 03 ;2023
1283;BKG;Branson Airport;Branson;MO;93,47;95,63;65; QUARTER 03 ;2023
1284;SLK;Adirondack Regional;Saranac Lake/Lake Placid;NY;665,38;680,77;64; QUARTER 03 ;2023
1285;MCK;McCook Ben Nelson Regional;McCook;NE;562,32;575,32;62; QUARTER 03 ;2023
1286;VQS;Antonio Rivera Rodriguez;Vieques;PR;475;485,98;59; QUARTER 03 ;2023
1287;CDR;Chadron Municipal;Chadron;NE;306,83;313,93;57; QUARTER 03 ;2023
1288;ADK;Adak;Adak Island;AK;761,77;779,38;56; QUARTER 03 ;2023
1289;SOW;Show Low Regional;Show Low;AZ;489,82;501,14;54; QUARTER 03 ;2023
1290;MSS;Massena International-Richards Field;Massena;NY;572,29;585,52;53; QUARTER 03 ;2023
1291;MAZ;Eugenio Maria de Hostos;Mayaguez;PR;476,25;487,26;52; QUARTER 03 ;2023
1292;ELD;South Arkansas Regional at Goodwin Field;El Dorado;AR;507,33;519,07;44; QUARTER 03 ;2023
1293;HRO;Boone County;Harrison;AR;467,87;478,69;44; QUARTER 03 ;2023
1294;CNM;Cavern City Air Terminal;Carlsbad;NM;501,69;513,29;36; QUARTER 03 ;2023
1295;HOT;Memorial Field;Hot Springs;AR;439,38;449,55;34; QUARTER 03 ;2023
1296;MKK;Molokai;Hoolehua;HI;429,29;439,21;34; QUARTER 03 ;2023
1297;MKL;McKellar-Sipes Regional;Jackson;TN;405,71;415,1;32; QUARTER 03 ;2023
1298;VDZ;Valdez Pioneer Field;Valdez;AK;709,87;726,28;27; QUARTER 03 ;2023
1299;HVR;Havre City-County;Havre;MT;534,33;546,69;24; QUARTER 03 ;2023
1300;OLF;L. M. Clayton;Wolf Point;MT;546,2;558,83;21; QUARTER 03 ;2023
1301;GDV;Dawson Community;Glendive;MT;584,11;597,62;20; QUARTER 03 ;2023
1302;PDT;Eastern Oregon Regional at Pendleton;Pendleton;OR;573,5;586,76;17; QUARTER 03 ;2023
1303;GGW;Wokal Field Glasgow Valley County;Glasgow;MT;989;1011,87;13; QUARTER 03 ;2023
1304;CPX;Benjamin Rivera Noriega;Culebra;PR;398,67;407,89;12; QUARTER 03 ;2023
1305;CDB;Cold Bay Airport;Cold Bay;AK;1139,71;1166,07;10; QUARTER 03 ;2023
1306;JBR;Jonesboro Municipal;Jonesboro;AR;372,25;380,86;9; QUARTER 03 ;2023
1307;SGY;Skagway Airport;Skagway;AK;936;957,64;6; QUARTER 03 ;2023
1308;JHM;Kapalua Airport;Kapalua;HI;400,5;409,76;4; QUARTER 03 ;2023
1309;UNK;Unalakleet Airport;Unalakleet;AK;417;426,64;3; QUARTER 03 ;2023
1310;FRD;Friday Harbor Airport;Friday Harbor;WA;328;335,58;2; QUARTER 03 ;2023
1311;HNH;Hoonah Airport;Hoonah;AK;738;755,07;2; QUARTER 03 ;2023
1312;ESD;Orcas Island;Eastsound;WA;411;420,5;1; QUARTER 03 ;2023
1313;ANI;Aniak Airport;Aniak;AK;770;787,81;1; QUARTER 03 ;2023
1314;CEC;Jack McNamara Field;Crescent City;CA;372;380,6;1; QUARTER 03 ;2023
1315;EWB;New Bedford Regional;New Bedford/Fall River;MA;442;452,22;1; QUARTER 03 ;2023
1316;LAX;Los Angeles International;Los Angeles;CA;416,69;425,88;1.253.716; QUARTER 04 ;2023
1317;ORD;Chicago O'Hare International;Chicago-O'Hare;IL;388,55;397,12;1.032.358; QUARTER 04 ;2023
1318;DEN;Denver International;Denver;CO;357,58;365,47;995.251; QUARTER 04 ;2023
1319;ATL;Hartsfield-Jackson Atlanta International;Atlanta;GA;400,4;409,23;981.435; QUARTER 04 ;2023
1320;EWR;Newark Liberty International;Newark;NJ;426,74;436,15;930.056; QUARTER 04 ;2023
1321;BOS;Logan International;Boston;MA;395,81;404,54;920.214; QUARTER 04 ;2023
1322;SEA;Seattle/Tacoma International;Seattle;WA;395,17;403,88;861.535; QUARTER 04 ;2023
1323;DFW;Dallas/Fort Worth International;Dallas-DFW;TX;421,67;430,97;836.341; QUARTER 04 ;2023
1324;MCO;Orlando International;Orlando;FL;261,63;267,4;828.554; QUARTER 04 ;2023
1325;SFO;San Francisco International;San Francisco;CA;465,68;475,95;811.808; QUARTER 04 ;2023
1326;PHX;Phoenix Sky Harbor International;Phoenix;AZ;371,62;379,81;793.797; QUARTER 04 ;2023
1327;LGA;LaGuardia;New York-La Guardia;NY;345,59;353,21;730.774; QUARTER 04 ;2023
1328;JFK;John F. Kennedy International;New York-JFK;NY;441,34;451,07;715.113; QUARTER 04 ;2023
1329;LAS;Harry Reid International;Las Vegas;NV;280,77;286,96;672.945; QUARTER 04 ;2023
1330;MSP;Minneapolis-St Paul International;Minneapolis;MN;407,84;416,84;612.265; QUARTER 04 ;2023
1331;IAH;George Bush Intercontinental/Houston;Houston-Intercontinental;TX;413,07;422,18;591.987; QUARTER 04 ;2023
1332;PHL;Philadelphia International;Philadelphia;PA;402,51;411,39;581.785; QUARTER 04 ;2023
1333;FLL;Fort Lauderdale-Hollywood International;Fort Lauderdale;FL;264,16;269,99;569.566; QUARTER 04 ;2023
1334;SAN;San Diego International;San Diego;CA;385,11;393,6;566.704; QUARTER 04 ;2023
1335;DTW;Detroit Metro Wayne County;Detroit;MI;427,73;437,17;544.649; QUARTER 04 ;2023
1336;DCA;Ronald Reagan Washington National;Washington-Reagan National;DC;385,95;394,47;516.012; QUARTER 04 ;2023
1337;TPA;Tampa International;Tampa;FL;322,65;329,77;505.498; QUARTER 04 ;2023
1338;BWI;Baltimore/Washington International Thurgood Marshall;Baltimore;MD;359,76;367,7;471.540; QUARTER 04 ;2023
1339;AUS;Austin - Bergstrom International;Austin;TX;377,9;386,23;468.640; QUARTER 04 ;2023
1340;MIA;Miami International;Miami;FL;338,27;345,73;465.197; QUARTER 04 ;2023
1341;PDX;Portland International;Portland;OR;408,95;417,97;423.065; QUARTER 04 ;2023
1342;BNA;Nashville International;Nashville;TN;349,01;356,71;415.942; QUARTER 04 ;2023
1343;CLT;Charlotte Douglas International;Charlotte;NC;422,92;432,25;406.215; QUARTER 04 ;2023
1344;SLC;Salt Lake City International;Salt Lake City;UT;439;448,69;404.065; QUARTER 04 ;2023
1345;RDU;Raleigh-Durham International;Raleigh/Durham;NC;368,5;376,63;377.142; QUARTER 04 ;2023
1346;SMF;Sacramento International;Sacramento;CA;390,39;399;346.768; QUARTER 04 ;2023
1347;HNL;Daniel K Inouye International;Honolulu;HI;356,6;364,47;343.489; QUARTER 04 ;2023
1348;MDW;Chicago Midway International;Chicago-Midway;IL;303,08;309,77;342.441; QUARTER 04 ;2023
1349;STL;St Louis Lambert International;St. Louis;MO;394,47;403,17;303.255; QUARTER 04 ;2023
1350;SJC;Norman Y. Mineta San Jose International;San Jose;CA;344,64;352,25;293.529; QUARTER 04 ;2023
1351;IAD;Washington Dulles International;Washington-Dulles;DC;484,78;495,47;292.444; QUARTER 04 ;2023
1352;MCI;Kansas City International;Kansas City;MO;398,44;407,23;282.101; QUARTER 04 ;2023
1353;DAL;Dallas Love Field;Dallas-Love Field;TX;341,16;348,69;274.687; QUARTER 04 ;2023
1354;IND;Indianapolis International;Indianapolis;IN;392,68;401,35;268.397; QUARTER 04 ;2023
1355;CLE;Cleveland-Hopkins International;Cleveland;OH;338,84;346,31;268.394; QUARTER 04 ;2023
1356;SNA;John Wayne Airport-Orange County;Santa Ana;CA;419,74;429;268.194; QUARTER 04 ;2023
1357;OAK;Metro Oakland International;Oakland;CA;316,19;323,16;268.118; QUARTER 04 ;2023
1358;SAT;San Antonio International;San Antonio;TX;383,89;392,36;261.976; QUARTER 04 ;2023
1359;MSY;Louis Armstrong New Orleans International;New Orleans;LA;325,26;332,44;260.447; QUARTER 04 ;2023
1360;PIT;Pittsburgh International;Pittsburgh;PA;372,52;380,74;253.479; QUARTER 04 ;2023
1361;SJU;Luis Munoz Marin International;San Juan;PR;285,15;291,44;252.759; QUARTER 04 ;2023
1362;CVG;Cincinnati/Northern Kentucky International;Cincinnati;OH;358,9;366,82;243.473; QUARTER 04 ;2023
1363;CMH;John Glenn Columbus International;Columbus;OH;390;398,6;225.783; QUARTER 04 ;2023
1364;HOU;William P Hobby;Houston-Hobby;TX;339,61;347,1;215.872; QUARTER 04 ;2023
1365;RSW;Southwest Florida International;Fort Myers;FL;345,37;352,99;197.390; QUARTER 04 ;2023
1366;BDL;Bradley International;Hartford;CT;392,17;400,82;196.921; QUARTER 04 ;2023
1367;PBI;Palm Beach International;West Palm Beach/Palm Beach;FL;362,2;370,19;185.939; QUARTER 04 ;2023
1368;JAX;Jacksonville International;Jacksonville;FL;400,95;409,8;181.957; QUARTER 04 ;2023
1369;ONT;Ontario International;Ontario;CA;377,04;385,36;179.868; QUARTER 04 ;2023
1370;MKE;General Mitchell International;Milwaukee;WI;383,65;392,11;172.259; QUARTER 04 ;2023
1371;BUR;Bob Hope;Burbank;CA;314,59;321,53;166.485; QUARTER 04 ;2023
1372;RIC;Richmond International;Richmond;VA;396,77;405,53;140.508; QUARTER 04 ;2023
1373;CHS;Charleston AFB/International;Charleston;SC;349,91;357,63;138.997; QUARTER 04 ;2023
1374;OMA;Eppley Airfield;Omaha;NE;418,87;428,11;137.674; QUARTER 04 ;2023
1375;BUF;Buffalo Niagara International;Buffalo;NY;340,49;348;131.633; QUARTER 04 ;2023
1376;MEM;Memphis International;Memphis;TN;392,93;401,59;129.884; QUARTER 04 ;2023
1377;BOI;Boise Air Terminal;Boise;ID;408,05;417,05;127.913; QUARTER 04 ;2023
1378;ABQ;Albuquerque International Sunport;Albuquerque;NM;407,58;416,57;126.659; QUARTER 04 ;2023
1379;ORF;Norfolk International;Norfolk;VA;414,42;423,56;124.459; QUARTER 04 ;2023
1380;SDF;Louisville Muhammad Ali International;Louisville;KY;360,17;368,11;118.896; QUARTER 04 ;2023
1381;ELP;El Paso International;El Paso;TX;407,23;416,21;115.210; QUARTER 04 ;2023
1382;OKC;Will Rogers World;Oklahoma City;OK;433,41;442,97;114.953; QUARTER 04 ;2023
1383;GRR;Gerald R. Ford International;Grand Rapids;MI;398,52;407,31;113.422; QUARTER 04 ;2023
1384;OGG;Kahului Airport;Kahului;HI;257,93;263,61;112.210; QUARTER 04 ;2023
1385;ANC;Ted Stevens Anchorage International;Anchorage;AK;534,9;546,7;110.792; QUARTER 04 ;2023
1386;GEG;Spokane International;Spokane;WA;437,59;447,24;107.983; QUARTER 04 ;2023
1387;PVD;Rhode Island Tf Green International;Providence;RI;366,39;374,47;105.267; QUARTER 04 ;2023
1388;RNO;Reno/Tahoe International;Reno;NV;393,05;401,72;103.006; QUARTER 04 ;2023
1389;TUS;Tucson International;Tucson;AZ;456,49;466,56;101.796; QUARTER 04 ;2023
1390;LGB;Long Beach Airport;Long Beach;CA;310,32;317,16;91.391; QUARTER 04 ;2023
1391;DSM;Des Moines International;Des Moines;IA;391,81;400,45;91.016; QUARTER 04 ;2023
1392;SYR;Syracuse Hancock International;Syracuse;NY;370,15;378,31;87.283; QUARTER 04 ;2023
1393;SRQ;Sarasota/Bradenton International;Sarasota/Bradenton;FL;325,48;332,66;84.841; QUARTER 04 ;2023
1394;TUL;Tulsa International;Tulsa;OK;433,58;443,14;84.388; QUARTER 04 ;2023
1395;ALB;Albany International;Albany;NY;436,22;445,84;80.925; QUARTER 04 ;2023
1396;BHM;Birmingham-Shuttlesworth International;Birmingham;AL;494,65;505,56;80.899; QUARTER 04 ;2023
1397;SAV;Savannah/Hilton Head International;Savannah;GA;401,66;410,52;80.755; QUARTER 04 ;2023
1398;ROC;Frederick Douglass Grtr Rochester International;Rochester;NY;381,59;390,01;79.663; QUARTER 04 ;2023
1399;HPN;Westchester County;White Plains;NY;369,8;377,96;79.525; QUARTER 04 ;2023
1400;KOA;Ellison Onizuka Kona International at Keahole;Kona;HI;267,62;273,52;74.248; QUARTER 04 ;2023
1401;TYS;McGhee Tyson;Knoxville;TN;439,05;448,73;70.510; QUARTER 04 ;2023
1402;GSP;Greenville-Spartanburg International;Greer;SC;469,87;480,23;66.643; QUARTER 04 ;2023
1403;PNS;Pensacola International;Pensacola;FL;424,05;433,4;65.408; QUARTER 04 ;2023
1404;LIH;Lihue Airport;Lihue;HI;250,98;256,52;63.641; QUARTER 04 ;2023
1405;COS;City of Colorado Springs Municipal;Colorado Springs;CO;385,66;394,16;63.276; QUARTER 04 ;2023
1406;MYR;Myrtle Beach International;Myrtle Beach;SC;308,49;315,29;62.463; QUARTER 04 ;2023
1407;FAT;Fresno Yosemite International;Fresno;CA;421,5;430,8;62.442; QUARTER 04 ;2023
1408;LIT;Bill and Hillary Clinton Nat Adams Field;Little Rock;AR;444,72;454,52;60.257; QUARTER 04 ;2023
1409;PWM;Portland International Jetport;Portland;ME;436,93;446,57;58.808; QUARTER 04 ;2023
1410;MSN;Dane County Regional-Truax Field;Madison;WI;534,27;546,05;58.807; QUARTER 04 ;2023
1411;AVL;Asheville Regional;Asheville;NC;323,39;330,52;54.972; QUARTER 04 ;2023
1412;BZN;Bozeman Yellowstone International;Bozeman;MT;446,68;456,54;52.928; QUARTER 04 ;2023
1413;PSP;Palm Springs International;Palm Springs;CA;400,68;409,52;52.826; QUARTER 04 ;2023
1414;XNA;Northwest Arkansas National;Fayetteville;AR;500,21;511,24;52.302; QUARTER 04 ;2023
1415;SFB;Orlando Sanford International;Sanford;FL;128,42;131,25;49.228; QUARTER 04 ;2023
1416;PIE;St Pete Clearwater International;St. Petersburg;FL;134,56;137,53;48.926; QUARTER 04 ;2023
1417;EUG;Mahlon Sweet Field;Eugene;OR;397,48;406,25;48.232; QUARTER 04 ;2023
1418;ICT;Wichita Dwight D Eisenhower National;Wichita;KS;437;446,63;47.815; QUARTER 04 ;2023
1419;GSO;Piedmont Triad International;Greensboro/High Point;NC;466,98;477,28;47.695; QUARTER 04 ;2023
1420;CID;The Eastern Iowa;Cedar Rapids/Iowa City;IA;425,24;434,62;42.336; QUARTER 04 ;2023
1421;MDT;Harrisburg International;Harrisburg;PA;463,7;473,92;39.694; QUARTER 04 ;2023
1422;AZA;Phoenix - Mesa Gateway;Phoenix;AZ;160,75;164,3;39.517; QUARTER 04 ;2023
1423;HVN;Tweed New Haven;New Haven;CT;208,37;212,97;39.387; QUARTER 04 ;2023
1424;HSV;Huntsville International-Carl T Jones Field;Huntsville;AL;532,12;543,86;39.265; QUARTER 04 ;2023
1425;FSD;Joe Foss Field;Sioux Falls;SD;454,48;464,5;38.653; QUARTER 04 ;2023
1426;ISP;Long Island MacArthur;Islip;NY;267,79;273,7;38.594; QUARTER 04 ;2023
1427;MHT;Manchester Boston Regional;Manchester;NH;413,79;422,91;37.731; QUARTER 04 ;2023
1428;BTV;Burlington International;Burlington;VT;481,39;492;37.173; QUARTER 04 ;2023
1429;PGD;Punta Gorda Airport;Punta Gorda;FL;153,25;156,63;37.167; QUARTER 04 ;2023
1430;MAF;Midland International Air and Space Port;Midland/Odessa;TX;466,08;476,36;37.030; QUARTER 04 ;2023
1431;VPS;Eglin AFB Destin Fort Walton Beach;Valparaiso;FL;389,72;398,31;36.360; QUARTER 04 ;2023
